RUN #,FINAL MODULARITY,TIME TAKEN
0,0.02556580556476094,9062.6709671
1,0.027580674254525282,9009.65206599
2,0.022615190632414232,9010.59678292
3,0.027891338735387544,9012.27428913
4,0.023434648188277243,9035.95363116
5,0.02496362550551965,9037.39620209
6,0.022792197698410805,9070.50320101
7,0.027629989895381277,9032.22368598
8,0.028288461954405274,9047.46742201
9,0.023350787542446388,9048.14049292
