RUN #,FINAL MODULARITY,TIME TAKEN
0,0.03438555911064242,9020.28286505
1,0.03367594312361096,9007.11029696
2,0.04031036425731665,9023.47444201
3,0.03791843539465273,9015.3796351
4,0.03939737537873414,9000.3082459
5,0.04668906575097783,9007.45445704
6,0.03914839153353532,9005.81333899
7,0.03779767221560313,9013.58567691
8,0.04913810453137565,9006.04233599
9,0.04664446516652826,9006.89389992
