RUN #,FINAL MODULARITY,TIME TAKEN
0,0.05033112540888765,9008.48763323
1,0.05364110762849434,9002.329983
2,0.05526970790991512,9002.9807148
3,0.06280794599434891,9011.32204103
4,0.06658247038728689,9009.6992569
5,0.05110568032593788,9014.61704493
6,0.050702504778012955,9010.00156307
7,0.061646113618922915,9007.29738402
8,0.0521330148650679,9012.77698779
9,0.08954535279974792,9003.82716799
