Iteration,Iteration_CPU_Time,Total_CPU_Time,Objective
0,21.041408062,26.0527670383,0.14169617352348315
1,24.5557589531,50.608577013,0.17109301272885866
2,30.997631073,81.6062560081,0.17109301272885866
3,29.5556969643,111.161999941,0.17109301272885866
4,27.3193919659,138.481440067,0.17350634270453305
5,27.7368261814,166.218310118,0.1752347829873679
6,25.2794821262,191.49783802,0.1752347829873679
7,29.8812890053,221.379174948,0.1752347829873679
8,27.2629480362,248.642167091,0.1752347829873679
9,28.2981112003,276.940323114,0.1752347829873679
10,26.5524201393,303.492788076,0.1752347829873679
11,29.6431620121,333.135994911,0.17671235141928915
12,29.0128540993,362.148894072,0.17671235141928915
13,26.4151060581,388.564047098,0.17671235141928915
14,28.0701498985,416.634238958,0.17754890888497515
15,26.3729088306,443.007191896,0.17933013082456417
16,28.0554549694,471.062690973,0.1797771850994799
17,27.0761339664,498.138874054,0.1797771850994799
18,28.0095770359,526.148494005,0.1797771850994799
19,26.2515239716,552.400063992,0.1797771850994799
20,28.6116540432,581.011763096,0.1797771850994799
21,26.5912430286,607.603049994,0.1797771850994799
22,27.79500103,635.398092031,0.1797771850994799
23,26.4061818123,661.804318905,0.1797771850994799
24,28.1666300297,689.970992088,0.1797771850994799
25,25.9656100273,715.936645985,0.18058989543118692
26,28.5137870312,744.450474977,0.18058989543118692
27,26.1237511635,770.574274063,0.18058989543118692
28,25.6155881882,796.18990612,0.1805898954311996
29,26.3144719601,822.504421949,0.1805898954311996
30,25.0180168152,847.522481918,0.18058989543119974
31,24.8939199448,872.416446924,0.18058989543119974
32,24.4246809483,896.841171026,0.18058989543119977
33,24.9367661476,921.77798605,0.18058989543119977
34,25.6698179245,947.447849035,0.18134632652632157
35,26.8757901192,974.323687077,0.18134632652632157
36,24.1304380894,998.454169035,0.18134632652632157
37,25.0634601116,1023.51767302,0.18134632652632157
38,25.606577158,1049.12429309,0.18134632652632157
39,24.8183908463,1073.9427309,0.18134632652632157
40,25.608314991,1099.55109,0.1813549114946489
41,25.7699708939,1125.32110691,0.18138829748241908
42,26.4645140171,1151.78566694,0.18144839226051926
43,25.1322240829,1176.91793609,0.18144839226051926
44,27.1655960083,1204.08357596,0.18144839226051926
45,27.5726678371,1231.65629292,0.18144839226051926
46,27.8478901386,1259.50423408,0.18170435150031047
47,24.8991410732,1284.40342498,0.18206015074168544
48,25.4759659767,1309.87943411,0.18206015074168544
49,25.0390019417,1334.91848302,0.1820601507416855
50,24.6626169682,1359.58114505,0.1824060931677477
51,24.7194390297,1384.30063009,0.18255108374344386
52,25.8482789993,1410.14895511,0.18255108374344386
53,24.0838310719,1434.23282909,0.18255108374344386
54,23.7917430401,1458.02461696,0.1825663459092789
55,24.442481041,1482.46714807,0.18286332221975038
56,24.6008110046,1507.06800294,0.18336760961654133
57,25.1894590855,1532.25750899,0.18368175586367888
58,26.3082020283,1558.56575394,0.18368175586367888
59,25.3467831612,1583.91258311,0.18368175586367888
60,24.7878220081,1608.70045209,0.18368175586367888
61,26.1366660595,1634.83716202,0.18368175586367888
62,24.8736019135,1659.71080995,0.18368175586367888
63,25.5494921207,1685.26034808,0.18368175586367888
64,24.6265029907,1709.8868959,0.18369002287017905
65,26.2043058872,1736.0912509,0.18369002287017905
66,26.53064394,1762.62193704,0.18373326567344322
67,24.7062220573,1787.32820797,0.18373326567344322
68,26.5239040852,1813.85215902,0.18383501344573522
69,24.1664121151,1838.01862001,0.18383501344573522
70,24.0130419731,1862.03170705,0.18395901854336044
71,24.4230511189,1886.45481205,0.18395901854336044
72,25.0386180878,1911.49348307,0.18395901854336044
73,24.7554998398,1936.24902797,0.18395901854336044
74,24.5737719536,1960.82284808,0.18485853244337208
75,24.6890449524,1985.51193905,0.18485853244337208
76,28.1005032063,2013.61248612,0.18485853244337208
77,28.2034089565,2041.81593704,0.18485853244337208
78,26.9730429649,2068.78902507,0.18501687741406378
79,23.7815849781,2092.57065606,0.1850922343579767
80,26.2309119701,2118.8016119,0.1853116279921489
81,25.0128440857,2143.81451011,0.1853116279921489
82,25.3231599331,2169.13771391,0.1853459678653324
83,25.5099480152,2194.64770794,0.18641431947508208
84,25.5708999634,2220.21865106,0.18641431947508208
85,28.4266140461,2248.64531302,0.186433397182431
86,24.5702419281,2273.21560192,0.186433397182431
87,25.8139228821,2299.02957296,0.186433397182431
88,25.7203121185,2324.7499311,0.18667314037099567
89,25.0674409866,2349.81741595,0.18708299311656967
90,24.4756691456,2374.29313207,0.18708299311656967
91,24.5866031647,2398.87978411,0.18727281630440415
92,26.8627090454,2425.74253702,0.18727281630440415
93,24.6492950916,2450.39187908,0.18727281630440415
94,26.9191019535,2477.3110249,0.18727281630440415
95,27.0361020565,2504.34717298,0.18727281630440415
96,25.5213270187,2529.86854601,0.18727281630440415
97,25.2815561295,2555.15014911,0.18748394293194232
98,26.010021925,2581.16021705,0.18756852076766614
99,25.327548027,2606.487813,0.18783560867014526
100,25.6989881992,2632.18684411,0.18783560867014526
101,28.1915750504,2660.37846613,0.18783560867014526
102,24.3534181118,2684.73193002,0.18803401682618348
103,26.3074910641,2711.03946805,0.18819935695637316
104,24.6523149014,2735.69182801,0.18819935695637316
105,26.4577000141,2762.14957595,0.188346891226301
106,24.7181429863,2786.86776495,0.18882701352713763
107,24.7670061588,2811.63481712,0.18882701352713763
108,26.0284149647,2837.66327596,0.18882701352713763
109,24.264980793,2861.92830491,0.18882701352713763
110,25.9454219341,2887.87377405,0.1892390920051306
111,25.1457188129,2913.01954293,0.1892390920051306
112,25.456330061,2938.47591496,0.1892390920051306
113,27.6969280243,2966.17288899,0.1892390920051306
114,24.0833749771,2990.25630903,0.1892390920051306
115,25.5047061443,3015.7610631,0.1892390920051306
