RUN #,FINAL MODULARITY,TIME TAKEN
0,0.07530130059294525,9001.77034187
1,0.08163955088735056,9004.86169195
2,0.07647616940187983,9003.23494697
3,0.07515503817026645,9001.93497086
4,0.06265278064151869,9000.23248506
5,0.10334362257873797,9000.65342283
6,0.1361216674440944,9001.13680291
7,0.0860983290491358,9000.09613991
8,0.1006848261022934,9003.88120198
9,0.05182045842678228,9004.37907887
