RUN #,FINAL MODULARITY,TIME TAKEN
0,0.31042990977641266,9009.84446001
1,0.20578296182886427,9012.66093802
2,0.18500097932472861,9023.96357584
3,0.3046369639495105,9018.87016606
4,0.19534459427030532,9002.11762381
5,0.18619587972635931,9013.15255594
6,0.1917792887345614,9011.07661295
7,0.19017771520526996,9017.09522319
8,0.30910114746176665,9016.55606413
9,0.20503734143461352,9002.61549687
