Iteration,Iteration_CPU_Time,Total_CPU_Time,Objective
0,79.2321028709,95.0285789967,0.012181207776324062
1,75.9070780277,170.935697079,0.017088861336881485
2,78.740046978,249.675785065,0.017644954918744935
3,73.242002964,322.917828083,0.017644954918744935
4,66.3277349472,389.245601892,0.017644954918744935
5,79.9716701508,469.217313051,0.017644954918744935
6,75.5180637836,544.735416889,0.017644954918744935
7,75.6540291309,620.389485121,0.017644954918744935
8,79.5725290775,699.962053061,0.017644954918744935
9,80.5418460369,780.503941059,0.017644954918744935
10,68.6675739288,849.171555042,0.017644954918744935
11,80.9461519718,930.117747068,0.017644954918744935
12,82.0523130894,1012.17009902,0.017644954918744935
13,81.1870200634,1093.35715604,0.017644954918744935
14,72.0638670921,1165.42106199,0.017644954918744935
15,76.8690760136,1242.29017806,0.017644954918744935
16,78.4384570122,1320.72867298,0.017644954918744935
17,76.9482331276,1397.67694402,0.017644954918744935
18,78.85055089,1476.52753496,0.017644954918744935
19,80.302339077,1556.82991505,0.017644954918744935
20,77.9061510563,1634.73610711,0.017644954918744935
21,78.1799111366,1712.91605806,0.017644954918744935
22,73.673678875,1786.58977795,0.017644954918744935
23,71.9575898647,1858.54740691,0.017644954918744935
24,75.0912570953,1933.63870311,0.017644954918744935
25,76.5601909161,2010.19893503,0.017644954918744935
26,86.0736851692,2096.27265906,0.017644954918744935
27,77.680368185,2173.95306611,0.017644954918744935
28,83.0811369419,2257.03424096,0.017644954918744935
29,75.0564351082,2332.09071112,0.017644954918744935
30,78.7452499866,2410.83599997,0.017644954918744935
31,74.8095989227,2485.64563799,0.017644954918744935
32,77.5976381302,2563.24331808,0.017644954918744935
33,75.041987896,2638.28534293,0.017644954918744935
34,82.7611868382,2721.04656792,0.017644954918744935
35,77.1416580677,2798.18826604,0.017644954918744935
36,91.239677906,2889.427984,0.017644954918744935
37,81.7019789219,2971.13000393,0.017644954918744935
38,84.2802848816,3055.41032791,0.017644954918744935
39,78.3139929771,3133.72435999,0.017644954918744935
40,78.4324140549,3212.1568141,0.017644954918744935
41,73.7789299488,3285.93578196,0.017644954918744935
42,74.3625741005,3360.29839611,0.017644954918744935
43,71.9056789875,3432.20411897,0.017644954918744935
44,78.8630859852,3511.06724906,0.017644954918744935
45,76.9489929676,3588.01627898,0.017644954918744935
46,78.2965099812,3666.31282997,0.017644954918744935
47,84.1654479504,3750.47831702,0.017644954918744935
48,81.9998788834,3832.47823191,0.017644954918744935
49,79.7061429024,3912.18441391,0.017644954918744935
50,76.989923954,3989.17437601,0.017644954918744935
51,79.5372750759,4068.711694,0.017644954918744935
52,77.7167999744,4146.42853403,0.017644954918744935
53,77.3205769062,4223.74915695,0.017644954918744935
54,80.5396261215,4304.28881907,0.017644954918744935
55,70.5888972282,4374.87775612,0.017644954918744935
56,70.3860611916,4445.26385713,0.017644954918744935
57,85.9759600163,4531.2398541,0.017644954918744935
58,69.8563640118,4601.09625602,0.017644954918744935
59,79.3681159019,4680.46441102,0.017644954918744935
60,80.7710399628,4761.23549008,0.017644954918744935
61,79.5351331234,4840.77066207,0.017644954918744935
62,74.8119559288,4915.58265901,0.017644954918744935
63,77.5075559616,4993.09025407,0.017644954918744935
64,82.9976809025,5076.08797503,0.017644954918744935
65,75.0263268948,5151.11434102,0.017644954918744935
66,75.6035888195,5226.71795893,0.017644954918744935
67,79.2831330299,5306.00113201,0.017644954918744935
68,84.7529940605,5390.75416803,0.017644954918744935
69,79.8281519413,5470.58236289,0.017644954918744935
70,79.3953151703,5549.97771311,0.017644954918744935
71,77.0438370705,5627.02158809,0.017644954918744935
72,83.7898349762,5710.81146193,0.017644954918744935
73,76.7895021439,5787.60100412,0.017644954918744935
74,75.2573540211,5862.85839796,0.017644954918744935
75,82.3739209175,5945.23236203,0.017644954918744935
76,85.1204240322,6030.35282302,0.017644954918744935
77,68.9113988876,6099.26426196,0.017644954918744935
78,72.9686410427,6172.23294306,0.017644954918744935
79,72.9241359234,6245.15712595,0.017644954918744935
80,73.7425980568,6318.89976096,0.017644954918744935
81,71.7644100189,6390.66420794,0.017644954918744935
82,72.449712038,6463.11395907,0.017644954918744935
83,81.4004189968,6544.51441908,0.017644954918744935
84,78.8771591187,6623.39161801,0.017644954918744935
85,80.920717001,6704.31237507,0.017644954918744935
86,73.7682950497,6778.08070898,0.017644954918744935
87,81.3381309509,6859.41887903,0.017644954918744935
88,71.2777471542,6930.69666505,0.017644954918744935
89,76.4129371643,7007.10963011,0.017644954918744935
90,75.6939029694,7082.80357289,0.017644954918744935
91,78.2588751316,7161.06248808,0.017644954918744935
92,78.7701640129,7239.83268905,0.017644954918744935
93,79.5905752182,7319.42330313,0.017644954918744935
94,83.3092031479,7402.73254609,0.017644954918744935
95,67.1393339634,7469.87191892,0.017644954918744935
96,78.9435238838,7548.81547999,0.017644954918744935
97,96.0722329617,7644.88775301,0.017644954918744935
98,79.7297129631,7724.61750603,0.017644954918744935
99,82.3101649284,7806.92771196,0.017644954918744935
100,88.2711467743,7895.19890189,0.017644954918744935
101,78.6608541012,7973.85979605,0.017644954918744935
102,80.2068741322,8054.06670904,0.017644954918744935
103,81.602989912,8135.66974092,0.017644954918744935
104,77.8244929314,8213.4942739,0.017644954918744935
105,84.1527528763,8297.647053,0.017644954918744935
106,73.5032610893,8371.1503551,0.017644954918744935
107,77.7900841236,8448.94047904,0.017644954918744935
108,78.8255190849,8527.76603603,0.017644954918744935
109,83.1425511837,8610.90862608,0.017644954918744935
110,72.0177080631,8682.92637396,0.017644954918744935
111,86.8279540539,8769.75436902,0.017644954918744935
112,74.915019989,8844.66943002,0.017644954918744935
113,76.0726110935,8920.74207711,0.017644954918744935
114,77.0894310474,8997.83154511,0.017644954918744935
115,75.0944108963,9072.92599297,0.017644954918744935
