RUN #,FINAL MODULARITY,TIME TAKEN
0,0.396943276512678,9096.15588808
1,0.398004792075071,9012.71915793
2,0.3967252319808498,9104.12668705
3,0.3984455124140939,9029.36550808
4,0.39651896995848707,9015.08176398
5,0.39676899072261346,9082.4546001
6,0.39642123642633065,9101.93661284
7,0.3963999189381579,9002.7449441
8,0.3963999189381543,9017.59278607
9,0.3964039713041088,9063.85594797
