RUN #,FINAL MODULARITY,TIME TAKEN
0,0.031232265578251577,9004.35390496
1,0.03050556398382997,9008.04096699
2,0.02814218328763939,9016.4210732
3,0.027317543840097394,9018.14805698
4,0.03317276996703849,9015.13907599
5,0.024366740346175184,9009.12182212
6,0.029236083724278616,9006.69866705
7,0.03669305006655691,9002.93716192
8,0.024817881054846367,9005.775213
9,0.032484889357498284,9022.72347999
