Iteration,Iteration_CPU_Time,Total_CPU_Time,Objective
0,133.562854052,163.598325014,0.08741317763462861
1,161.015477896,324.613870859,0.11060234810537563
2,232.332532883,556.946458817,0.13891347078420377
3,299.455653906,856.402166843,0.1514525126907177
4,284.404600859,1140.80682087,0.176446041675369
5,313.272473097,1454.0793469,0.179340963383277
6,259.598684072,1713.678087,0.19232365422947995
7,275.280459881,1988.95859981,0.19232365422947995
8,262.707020998,2251.66567278,0.19232365422947995
9,296.37729907,2548.04302692,0.19232365422947995
10,265.435375929,2813.47845483,0.19232365422947995
11,286.063046932,3099.54155278,0.1973923467703927
12,246.933102846,3346.47470784,0.19871096622392603
13,268.712018967,3615.18677998,0.19871096622392603
14,266.844397068,3882.03123093,0.2048943999407425
15,278.385617971,4160.41691089,0.2109388613422566
16,284.235948086,4444.6529119,0.2118464210513559
17,268.914167166,4713.56713295,0.21234135455529704
18,218.528738976,4932.0959239,0.21320784574876356
19,229.529643059,5161.62561989,0.2159595725078544
20,222.534023046,5384.15969801,0.21632404707044156
21,256.882114887,5641.04186678,0.21632404707044156
22,238.821610928,5879.86353087,0.21632404707044156
23,224.419533968,6104.28311682,0.21632404707044156
24,242.932087898,6347.21525884,0.21844449012961956
25,228.064460993,6575.27977395,0.21844449012961956
26,242.467420101,6817.74724889,0.21844449012961956
27,198.665436983,7016.41273785,0.21977645855332634
28,223.40150094,7239.81429291,0.21977645855332634
29,209.276288033,7449.09063601,0.21977645855332634
30,233.319001913,7682.4096899,0.22093472009657256
31,241.820080996,7924.22982287,0.22093472009657256
32,228.724514961,8152.95438886,0.22093472009657256
33,232.278017998,8385.23245597,0.22093472009657256
34,215.789716005,8601.022223,0.22093472009657256
35,253.431319952,8854.45359683,0.2215195548286614
36,243.329901934,9097.78354788,0.2215195548286614
