RUN #,FINAL MODULARITY,TIME TAKEN
0,0.020278413887866147,9035.60984397
1,0.01899347334137024,9038.45532703
2,0.016832063927119566,9017.18837309
3,0.021001948507209607,9060.78849983
4,0.020518729405756143,9028.58524489
5,0.023551056967951057,9045.18335819
6,0.018154701693171967,9011.98520303
7,0.017872330108313704,9066.47304893
8,0.017899062102286204,9005.13155818
9,0.020310458227150777,9056.86367202
