RUN #,FINAL MODULARITY,TIME TAKEN
0,0.012616135710422135,9022.24035192
1,0.01680361843082967,9018.83369493
2,0.011974593662858675,9142.72599602
3,0.010506766856622031,9209.53872204
4,0.012344933230701951,9100.22537899
5,0.014232089352791697,9206.18536615
6,0.011959589920351156,9097.39291501
7,0.010730642924585516,9202.49386311
8,0.012131318149188457,9224.50148487
9,0.013954638123385755,9038.28922009
