RUN #,FINAL MODULARITY,TIME TAKEN
0,0.3374875418360958,9305.21530199
1,0.3374875418360949,9130.77293801
2,0.3375733722342274,9039.17199397
3,0.3374875418361105,9224.66467714
4,0.3374875418360902,9140.206321
5,0.3374875418360943,9097.61635399
6,0.3374875418361099,9297.26858687
7,0.33748754183609553,9254.75903988
8,0.3375101542180355,9209.19249415
9,0.3375631786802662,9033.76460886
