RUN #,FINAL MODULARITY,TIME TAKEN
0,0.5228946388784156,9003.64615011
1,0.5223781326066211,9004.40349293
2,0.5223516729870729,9017.75567698
3,0.5223516729870844,9015.83534598
4,0.522796412071645,9027.62372708
5,0.5223781326066161,9010.69388199
6,0.5223781326066139,9009.50292492
7,0.5223781326066149,9027.25679612
8,0.5223516729870896,9017.17433906
9,0.5223632717243621,9024.39811397
