RUN #,FINAL MODULARITY,TIME TAKEN
0,0.006013635697662912,9232.13034201
1,0.00641084071135404,9585.42239809
2,0.007473924784009256,9267.75569391
3,0.005299661239894998,9123.79495788
4,0.005876881595700329,9305.73351002
5,0.007051314143713338,9181.58882189
6,0.00644963006260256,9182.25775504
7,0.006268871483176945,9006.06451797
8,0.007401960093906771,9024.05801702
9,0.005648796564214902,9269.38023496
