Iteration,Iteration_CPU_Time,Total_CPU_Time,Objective
0,5.37727808952,8.34712696075,0.03212188448552486
1,5.43099212646,13.778512001,0.03671415389850553
2,5.38545393944,19.1640028954,0.03671415389850553
3,5.46312189102,24.627163887,0.03671415389850553
4,5.40999794006,30.0372009277,0.04064771800085701
5,5.43544101715,35.4726829529,0.04064771800085701
6,5.38967299461,40.8623950481,0.041397095297464326
7,5.43212985992,46.2945599556,0.046901418217780697
8,5.42649388313,51.7210938931,0.046901418217780697
9,5.41324806213,57.1343810558,0.046901418217780697
10,5.42168807983,62.5561070442,0.046901418217780697
11,5.51751494408,68.0736570358,0.047618793637025064
12,5.48186993599,73.5555598736,0.048752193463203086
13,5.48773407936,79.0433349609,0.05111766557084433
14,5.46252202988,84.5058970451,0.05327245865204509
15,5.52517104149,90.0311040878,0.05327245865204509
16,5.49260807037,95.5237510204,0.05342713439298742
17,5.49543404579,101.019222975,0.05448852999486731
18,5.49653601646,106.515801907,0.05448852999486731
19,5.48858904839,112.004430056,0.05552592418858612
20,5.48846387863,117.492929935,0.061622281841473565
21,5.51284384727,123.005801916,0.061622281841473565
22,5.53614711761,128.541985989,0.06398242030287424
23,5.49038696289,134.032415867,0.06470512936843952
24,5.48494291306,139.517401934,0.06617188208458431
25,5.51989793777,145.037340879,0.06750529364466767
26,5.53064703941,150.56802702,0.06750529364466767
27,5.59636998177,156.164439917,0.06750529364466767
28,5.52883696556,161.69331789,0.06818533354033657
29,5.54821920395,167.241573095,0.06818533354033657
30,5.53225302696,172.773865938,0.06864136029391156
31,5.50715088844,178.281056881,0.06884670567416452
32,5.52039813995,183.801495075,0.06884670567416452
33,5.70270800591,189.50424099,0.06968408813389673
34,5.52379393578,195.02807188,0.06968408813389673
35,5.57428193092,200.602393866,0.06968408813389673
36,5.52380204201,206.126228094,0.06996677138463454
37,5.516685009,211.642955065,0.06996677138463454
38,5.52078795433,217.163781881,0.07001210737767745
39,5.52690696716,222.690732956,0.07001210737767745
40,5.53302383423,228.223794937,0.07010544618688316
41,5.55494999886,233.778781891,0.072972281041142
42,5.56436181068,239.343180895,0.072972281041142
43,5.56345081329,244.906668901,0.072972281041142
44,5.55798006058,250.464688063,0.07326563158436057
45,5.52292513847,255.987653017,0.07326563158436057
46,5.52275204659,261.510442972,0.07444703422662094
47,5.58425807953,267.09473896,0.07444703422662094
48,5.53301882744,272.627796888,0.07444703422662094
49,5.54970693588,278.177541971,0.07444703422662094
50,5.51364612579,283.691225052,0.07455104032830728
51,5.53415822983,289.225423098,0.07455104032830728
52,5.53478312492,294.760250092,0.07492439556513052
53,5.54425406456,300.304543972,0.07492439556513052
54,5.51469087601,305.819269896,0.07492439556513052
55,5.51705789566,311.336365938,0.07492439556513052
56,5.5273001194,316.863708019,0.07492439556513052
57,5.53776597977,322.401511908,0.07492439556513052
58,5.51930880547,327.9208529,0.07492439556513052
59,5.52677702904,333.447668076,0.07492439556513052
60,5.53240895271,338.980113983,0.07492439556513052
61,5.52609395981,344.506242037,0.07492439556513052
62,5.51802802086,350.024298906,0.07492439556513052
63,5.56019496918,355.584529877,0.07492439556513052
64,5.52150917053,361.106075048,0.07492439556513052
65,5.52072811127,366.626841068,0.07492439556513052
66,5.58259391785,372.20946002,0.07492439556513052
67,5.52907705307,377.738575935,0.07492439556513052
68,5.54407000542,383.282685041,0.07492439556513052
69,5.58960485458,388.872330904,0.07492439556513052
70,5.52755999565,394.399918079,0.07492439556513052
71,5.52002215385,399.919979095,0.07492439556513052
72,5.52461004257,405.444626093,0.07492439556513052
73,5.55620789528,411.000870943,0.07492439556513052
74,5.54846405983,416.549369097,0.07492439556513052
75,5.51834988594,422.067754984,0.07492439556513052
76,5.51725578308,427.585049868,0.07492439556513052
77,5.61443901062,433.199527979,0.07492439556513052
78,5.52618598938,438.72574091,0.07492439556513052
79,5.63824009895,444.36401701,0.07492439556513052
80,5.53395986557,449.898027897,0.07492439556513052
81,5.53530406952,455.433367968,0.07492439556513052
82,5.52094078064,460.954336882,0.07492439556513052
83,5.53145694733,466.485831976,0.07492439556513052
84,5.54082512856,472.026694059,0.07492439556513052
85,5.53693795204,477.56366992,0.07492439556513052
86,5.51869297028,483.082388878,0.07492439556513052
87,5.52710485458,488.609531879,0.07492439556513052
88,5.53094100952,494.14050889,0.07492439556513052
89,5.51588892937,499.656437874,0.07492439556513052
90,5.52075004578,505.177226067,0.07492439556513052
91,5.52084684372,510.698109865,0.07492439556513052
92,5.53515219688,516.233298063,0.07492439556513052
93,5.53388094902,521.767215014,0.07492439556513052
94,5.53458809853,527.301841974,0.07492439556513052
95,5.52728009224,532.829163074,0.07492439556513052
96,5.57516002655,538.404361963,0.07492439556513052
97,5.53797292709,543.942373991,0.07492439556513052
98,5.58769512177,549.530106068,0.07492439556513052
99,5.60949683189,555.139638901,0.07492439556513052
100,5.5648651123,560.704529047,0.07492439556513052
101,5.5746679306,566.279233932,0.07492439556513052
102,5.53122997284,571.810504913,0.07492439556513052
103,5.52724289894,577.337781906,0.07492439556513052
104,5.52233886719,582.86015892,0.07492439556513052
105,5.52720713615,588.387403011,0.07492439556513052
106,5.62886595726,594.016305923,0.07492439556513052
107,5.53604102135,599.552385092,0.07492439556513052
108,5.53521203995,605.087634087,0.07492439556513052
109,5.57084488869,610.658516884,0.07492439556513052
110,5.5601708889,616.218726873,0.07492439556513052
111,5.53972387314,621.75848794,0.07492439556513052
112,5.53117609024,627.289704084,0.07492439556513052
113,5.55282187462,632.842563868,0.07492439556513052
114,5.60801100731,638.450610876,0.07492439556513052
115,5.52466106415,643.975311995,0.07492439556513052
116,5.51997089386,649.495322943,0.07492439556513052
117,5.53214383125,655.027504921,0.07492439556513052
118,5.61018300056,660.637712955,0.07492439556513052
119,5.54246783257,666.180219889,0.07492439556513052
120,5.53733706474,671.717592955,0.07492439556513052
121,5.62302112579,677.340650082,0.07492439556513052
122,5.53652405739,682.877207994,0.07492439556513052
123,5.60941886902,688.486661911,0.07492439556513052
124,5.56889414787,694.055593014,0.07492439556513052
125,5.58606815338,699.641700029,0.07492439556513052
126,5.53736114502,705.179099083,0.07492439556513052
127,5.55619215965,710.735331059,0.07492439556513052
128,5.5798869133,716.315254927,0.07492439556513052
129,5.52417206764,721.839451075,0.07492439556513052
130,5.53240203857,727.371891975,0.07492439556513052
131,5.54277181625,732.914702892,0.07492439556513052
132,5.53507518768,738.449819088,0.07492439556513052
133,5.52456998825,743.974423885,0.07492439556513052
134,5.52985596657,749.504317999,0.07492439556513052
135,5.53055095673,755.034904003,0.07492439556513052
136,5.51395392418,760.548893929,0.07492439556513052
137,5.55806207657,766.106996059,0.07492439556513052
138,5.52815818787,771.635188103,0.07492439556513052
139,5.57198905945,777.207215071,0.07492439556513052
140,5.56032299995,782.767574072,0.07492439556513052
141,5.53859186172,788.306201935,0.07492439556513052
142,5.51641201973,793.822638035,0.07492439556513052
143,5.59754514694,799.42022109,0.07492439556513052
144,5.53368592262,804.953944921,0.07492439556513052
145,5.65092301369,810.604906082,0.07492439556513052
146,5.52752614021,816.132466078,0.07492439556513052
147,5.52813911438,821.660643101,0.07492439556513052
148,5.52393198013,827.184611082,0.07492439556513052
149,5.53088498116,832.715535879,0.07492439556513052
150,5.53254103661,838.248111963,0.07492439556513052
151,5.52927803993,843.777426958,0.07492439556513052
152,5.53057909012,849.308042049,0.07492439556513052
153,5.53495883942,854.84303689,0.07492439556513052
154,5.52882790565,860.371891975,0.07492439556513052
155,5.52356100082,865.895493031,0.07492439556513052
156,5.52587509155,871.421405077,0.07492439556513052
