RUN #,FINAL MODULARITY,TIME TAKEN
0,0.7362058573962285,9012.80074191
1,0.7362058573962305,9013.92975593
2,0.7362058573962311,9010.13554502
3,0.7362058573962413,9004.78047109
4,0.7362058573962472,9012.79053497
5,0.7362058573962442,9012.9072721
6,0.736205857396238,9010.43287683
7,0.7362058573962483,9004.89867401
8,0.7362058573962507,9006.16157794
9,0.7362058573962249,9006.22354317
