RUN #,FINAL MODULARITY,TIME TAKEN
0,0.05760604622156985,9003.15022492
1,0.05116833520930126,9000.40564299
2,0.0514190165826228,9001.72920203
3,0.060432878728945975,9000.53192997
4,0.07383899855436962,9001.96171403
5,0.06967075401744258,9003.47416401
6,0.07233491031451593,9003.55475187
7,0.07966600707204088,9003.37579918
8,0.07286560811556204,9001.10385394
9,0.06426777037585243,9000.38382602
